account	period	atr	rr	model	threshold	min_conf	kept	pnl	pf	wr	max_dd_pct	avg_pnl	avg_r
C	2024-01-01	2.5	2.5	UNFILTERED	—	0.45	319	-579.569000000002	0.9140282514478838	0.3667711598746082	77.63973639518991	-1.8168307210031411	-2.681755285772515
C	2024-01-01	2.5	2.5	V4	0.65	0.45	149	903.6689999999976	1.2500741641862245	0.436241610738255	33.26571105058186	6.064892617449648	24.858501601903182
C	2024-01-01	2.5	3.0	UNFILTERED	—	0.45	307	946.5549999999982	1.1618030565240192	0.3583061889250814	60.1101462688305	3.083241042345271	-2.844275178150867
C	2024-01-01	2.5	3.0	V4	0.65	0.45	140	2105.817999999999	1.7100423364772115	0.4357142857142857	19.48908354103596	15.041557142857135	28.71990399802422
C	2024-01-01	3.0	1.5	UNFILTERED	—	0.45	313	-52.047999999997685	0.9918226048227594	0.43130990415335463	57.38750304379856	-0.16628753993609485	-1.3415436978364597
C	2024-01-01	3.0	1.5	V4	0.65	0.45	144	774.4479999999987	1.230350072336861	0.5138888888888888	31.82758938102931	5.378111111111102	15.766797485502783
C	2024-01-01	3.0	2.0	UNFILTERED	—	0.45	295	-46.38299999999915	0.9927034432549287	0.4101694915254237	55.60157228273137	-0.1572305084745734	-0.39858133916732447
C	2024-01-01	3.0	2.0	V4	0.65	0.45	135	645.1849999999997	1.188968349994391	0.45185185185185184	31.43675904110104	4.779148148148146	14.397802416256267
C	2024-01-01	3.0	2.5	UNFILTERED	—	0.45	286	-101.70399999999768	0.9832657435270842	0.3986013986013986	61.98661460398931	-0.3556083916083835	-3.340843403093003
C	2024-01-01	3.0	2.5	V4	0.65	0.45	131	642.2350000000013	1.203189284136914	0.4580152671755725	35.61996346502066	4.902557251908407	14.019855516180623
C	2024-01-01	3.0	3.0	UNFILTERED	—	0.45	276	1660.9360000000008	1.346638778665847	0.4311594202898551	49.691795115525444	6.017884057971018	5.01951738751034
C	2024-01-01	3.0	3.0	V4	0.65	0.45	126	1218.687999999998	1.4917633766443383	0.49206349206349204	22.407601528764964	9.672126984126969	18.832438406871926
